Restaurant_Name,min_price,rating,total_reviews,category,location,province,address,Latitude,Longitude,Province
Dorinku Tokyo,25,4.2,191,Sushi Bars,edmonton,AB,"10205 82 Avenue NW Edmonton, AB T6E 3X8 Canada",53.5179125,-113.4940739,AB
Little Brick,25,3.9,100,Cafes,edmonton,AB,"10004  90th Street Edmonton, AB T5H 4P4 Canada",53.5421264,-113.4696368,AB
La Patrona,25,4.4,108,Mexican,edmonton,AB,"2 Athabascan Avenue Unit 8 Sherwood Park, AB T8A 4E3 Canada",53.5368579,-113.3209739,AB
XO Bistro & Bar,25,4.6,81,Vietnamese,edmonton,AB,"10236 103 Street Edmonton, AB T5J 0Y8 Canada",53.5439222,-113.4976511,AB
Glass Monkey,25,3.8,68,Gastropubs,edmonton,AB,"5842 111 Street NW Edmonton, AB T6H 3G1 Canada",53.4955998,-113.5178769,AB
Northern Chicken,25,4.1,165,Chicken Shop,edmonton,AB,"10704 124 Street Edmonton, AB T5M 0H1 Canada",53.551142,-113.5363825,AB
Asian Express Hot Pot,25,4.5,52,Asian Fusion,edmonton,AB,"10586 100 Street NW Edmonton, AB T5H 2R6 Canada",53.5496,-113.492116,AB
Dagu Rice Noodle,25,4.3,15,Noodles,edmonton,AB,"10408 Jasper Avenue Edmonton, AB T5J 1Z3 Canada",53.5412149,-113.4995711,AB
Kiwado Japanese Cuisine,25,4.2,20,Sushi Bars,edmonton,AB,"10923-101 Street NW Edmonton, AB T5H 2S7 Canada",53.5551733,-113.4932074,AB
Bottega 104,45,3.5,43,Bars,edmonton,AB,"10181 104 Street NW Edmonton, AB T5J 0Z9 Canada",53.5427007,-113.4987812,AB
Golden Dumpling Restaurant,10,3.7,7,Chinese,edmonton,AB,"10939-101 Street Edmonton, AB T5H 2S7 Canada",53.5557124,-113.493526,AB
LOFT Thai Eatery,25,4.3,38,Thai,edmonton,AB,"5324 75 Street NW Edmonton, AB T6E 6S4 Canada",53.4914092,-113.4432741,AB
May,45,4.4,5,Salad,edmonton,AB,"10522 124 St Edmonton, AB T5N 1R9 Canada",53.548471,-113.5361068,AB
OEB Breakfast,25,4.2,89,Breakfast & Brunch,edmonton,AB,"10174 100A Street Edmonton, AB T5J 0H3 Canada",53.5426187,-113.4925759,AB
Vaticano Cucina,25,4.2,89,Italian,edmonton,AB,"10310 45 Ave NW Edmonton, AB T6H 5K3 Canada",53.4833721,-113.4926956,AB
Y-Not Indian,10,4.7,21,Fast Food,edmonton,AB,"10060 Jasper Avenue NW Edmonton, AB T5J 1V9 Canada",53.5413977,-113.4925398,AB
Community Taps + Pizza,25,4.3,8,Pizza,edmonton,AB,"8232 Gateway Boulevard NW Edmonton, AB T6E 4B2 Canada",53.5188411,-113.4955137,AB
Misoya,25,3.8,29,Ramen,edmonton,AB,"10146 104 Street NW Edmonton, AB T5J 1A7 Canada",53.542068,-113.499477,AB
Harvest Room,45,4.1,62,Breakfast & Brunch,edmonton,AB,"10065 - 100th Street Edmonton, AB T5J 0N6 Canada",53.5402604,-113.4894944,AB
Bistro Praha,25,4.1,72,Modern European,edmonton,AB,"10117 101 Street NW Edmonton, AB T5J 0T4 Canada",53.5413289,-113.4934524,AB
Calle Mexico,25,4.5,111,Mexican,edmonton,AB,"11127 107th Avenue Edmonton, AB T5H 0X9 Canada",53.551208,-113.513401,AB
Thanh Thanh Oriental Noodle House,25,4.2,89,Vietnamese,edmonton,AB,"10718 101 Street NW Edmonton, AB T5H 2S3 Canada",53.5518687,-113.4940376,AB
The Cajun House,25,4.1,64,Cajun/Creole,edmonton,AB,"7 Saint Anne Street St. Albert, AB T8N 2X4 Canada",53.6354601,-113.6257158,AB
Padmanadi Vegetarian Restaurant,25,4.5,322,Vegetarian,edmonton,AB,"10740 101 Street Edmonton, AB T5H 2S3 Canada",53.5524101,-113.4941242,AB
Barbecue King City,10,4.5,6,Barbeque,edmonton,AB,"10606 - 97 Street Edmonton, AB T5H 2L6 Canada",53.5504746,-113.4890612,AB
The Next Act,25,4.2,291,Pubs,edmonton,AB,"8224 104 Street NW Edmonton, AB T6E 4E6 Canada",53.5188418,-113.4979408,AB
Haus Falkenstein,25,4.1,25,German,edmonton,AB,"15215 111 Ave NW Edmonton, AB T5M 2R1 Canada",53.5585189,-113.583155,AB
New Tan Tan,25,3.8,23,Dim Sum,edmonton,AB,"10133 97 Street NW Edmonton, AB T5J 0L2 Canada",53.5428694,-113.4853161,AB
Seoul Fried Chicken,25,4.0,225,Korean,edmonton,AB,"7904B - 104 Street Edmonton, AB T6J 4C8 Canada",53.5154406,-113.4980223,AB
Seoul Fried Chicken,25,4.0,225,Korean,edmonton,AB,"10145 104 Street NW Edmonton, AB T5J 0Z9 Canada",53.5420304,-113.4988514,AB
Lee House,25,4.1,31,Korean,edmonton,AB,"10704 97 Street NW Edmonton, AB T5H 2L9 Canada",53.5519194,-113.4896818,AB
Yo Baba Ukrainian Foods,25,4.8,4,Ukrainian,edmonton,AB,"8103 127 Avenue NW Suite 9 Edmonton, AB T5C 1R9 Canada",53.5840249,-113.4658033,AB
Shanghai 456,25,3.9,66,Dim Sum,edmonton,AB,"14456 - 118 Avenue NW Edmonton, AB T5L 2M5 Canada",53.570724,-113.570551,AB
Native Delights,10,4.0,9,Burgers,edmonton,AB,"12011 111 Avenue NW Edmonton, AB T5G 0E7 Canada",53.5581559,-113.5299967,AB
Bodega Tapas and Wine Bar,45,4.1,38,Tapas Bars,edmonton,AB,"10220 103 Street Suite 109 Edmonton, AB T5J 0Y8 Canada",53.54348,-113.4977745,AB
Belgravia Hub,25,4.0,33,Canadian (New),edmonton,AB,"7609 115 Street  NW Edmonton, AB T6G 0M2 Canada",53.5125477,-113.5284198,AB
Sofra Restaurant,45,4.2,79,Turkish,edmonton,AB,"10345 106 Street NW Suite 108 Edmonton, AB T5J 1H8 Canada",53.54571,-113.5026,AB
Pho Tau Bay,10,4.4,86,Vietnamese,edmonton,AB,"10660 98 St NW Edmonton, AB T5H 2N7 Canada",53.5513246,-113.4908927,AB
Avila Arepa,25,3.9,66,Venezuelan,edmonton,AB,"10760 82 Avenue Edmonton, AB T6E 2A8 Canada",53.5182797,-113.5086505,AB
Nuovo Bistro,25,4.4,52,Italian,edmonton,AB,"10721 124 Street Edmonton, AB T5M 0H2 Canada",53.5517304,-113.5357229,AB
La Ronde Revolving Restaurant,45,3.8,91,Steakhouses,edmonton,AB,"10111 Bellamy Hill NW Edmonton, AB T5J 1N7 Canada",53.5389837,-113.4939471,AB
The Marc,45,4.2,143,French,edmonton,AB,"9940 106 Street NW Suite 100 Edmonton, AB T5K 2N2 Canada",53.5384766,-113.5034582,AB
Bar Bricco,45,4.6,57,Italian,edmonton,AB,"10347 Jasper Avenue Edmonton, AB T5J 1Y7 Canada",53.5407484,-113.4987221,AB
Sai Woo Garden Restaurant,25,3.9,52,Chinese,edmonton,AB,"10571 97 St NW Edmonton, AB T5H 2L4 Canada",53.5499707,-113.4883918,AB
Rocky Mountain Icehouse,25,3.5,74,Southern,edmonton,AB,"10516 Jasper Avenue Edmonton, AB T5K 1X4 Canada",53.5411855,-113.5016248,AB
Double Greeting Wonton House,25,4.1,59,Chinese,edmonton,AB,"10212 96 Street NW Edmonton, AB T5H 2G7 Canada",53.5448882,-113.4830567,AB
Graze,25,2.8,4,Buffets,edmonton,AB,"11834 Kingsway Avenue Edmonton, AB T5G 3J5 Canada",53.5688236,-113.5239083,AB
Allegro Italian Kitchen,45,4.4,16,Italian,edmonton,AB,"9650 142 Street NW Edmonton, AB T5N 4B2 Canada",53.5341684,-113.5669478,AB
Gravy- Burgers And Fries,25,4.0,83,Breakfast & Brunch,edmonton,AB,"10933 - 120 Street Edmonton, AB T5H 3R3 Canada",53.5560467,-113.5285429,AB
Nara Chicken & Tonkatsu,25,4.0,25,Japanese,edmonton,AB,"8712 150 Street NW Edmonton, AB T5R 5Y2 Canada",53.5199982,-113.5803252,AB
The Wokkery Restaurant,25,3.4,16,Chinese,edmonton,AB,"10969 98 St NW Edmonton, AB T5H 2P7 Canada",53.5575959,-113.4927525,AB
Frida Urban Taqueria,25,4.1,15,Mexican,edmonton,AB,"12411 Stony Plain Road Edmonton, AB T5N 3N3 Canada",53.5468881,-113.5367091,AB
Blue Truck Barbecue,25,3.9,21,Barbeque,edmonton,AB,"16336 – 111 Avenue NW Edmonton, AB T5M 4G3 Canada",53.559892,-113.6049795,AB
Boualouang Laos & Thai Cuisine,25,4.2,77,Thai,edmonton,AB,"10569 97th Street NW Edmonton, AB T5H 2L7 Canada",53.5499637,-113.4883928,AB
Die Pie,25,4.3,74,Pizza,edmonton,AB,"11817 105 Avenue NW Edmonton, AB T5J 0L9 Canada",53.547993,-113.5263499,AB
Pals Sandwiches,25,4.6,11,Sandwiches,edmonton,AB,"10335 83 Avenue NW Edmonton, AB T6E 2C6 Canada",53.5189742,-113.4971528,AB
El Fogón Latino,25,4.5,21,Venezuelan,edmonton,AB,"8026 118 Avenue Edmonton, AB T5B 0R8 Canada",53.5706379,-113.4649005,AB
Shumka Ukrainian Foods,25,3.5,21,Ukrainian,edmonton,AB,"21F Kingsway Garden Mall NW Edmonton, AB T5G 3A6 Canada",53.5553602,-113.4957388,AB
Malt & Mortar,25,3.4,116,Gastropubs,edmonton,AB,"10416 82 Avenue Edmonton, AB T6E 2A2 Canada",53.5183937,-113.4981998,AB
The Underground Tap & Grill,25,3.6,107,Pubs,edmonton,AB,"10004 Jasper Avenue NW Edmonton, AB T5J 1R3 Canada",53.5414626,-113.4906844,AB
Noodle Feast,25,4.3,80,Chinese,edmonton,AB,"3440 99 Street NW Edmonton, AB T6E 5X5 Canada",53.4686084,-113.4879089,AB
Hanjan,25,4.3,115,Korean,edmonton,AB,"3735 99 Street NW Edmonton, AB T6E 6J7 Canada",53.4712472,-113.485216,AB
Kazoku Ramen,25,3.7,103,Ramen,edmonton,AB,"16518 100 Avenue NW Edmonton, AB T5P 4Y2 Canada",53.539669,-113.607027,AB
Commodore Restaurant,10,4.0,66,Diners,edmonton,AB,"10712 Jasper Avenue NW Edmonton, AB T5J 2A7 Canada",53.5410997,-113.5052761,AB
El Mariachi,25,3.8,38,International Grocery,edmonton,AB,"10991A 124 Street Edmonton, AB T5M 0H9 Canada",53.5570031,-113.5356246,AB
Italian Centre Shop,25,4.6,142,Bakeries,edmonton,AB,"10878 95 Street NW Edmonton, AB T5H 2E4 Canada",53.5562651,-113.485181,AB
Memphis Blues Barbeque House,25,3.1,61,Barbeque,edmonton,AB,"16907 127 Street NW Edmonton, AB T6V 0T1 Canada",53.6307499,-113.5392564,AB
Nhatrang Vietnamese Restaurant,25,3.8,24,Vietnamese,edmonton,AB,"10120 111 Avenue NW Edmonton, AB T5G 0B3 Canada",53.5593375,-113.4948162,AB
Japonais Bistro,25,4.1,158,Japanese,edmonton,AB,"11806 Jasper Avenue Edmonton, AB T5K 0C1 Canada",53.5412379,-113.5254655,AB
Hansik,25,3.7,25,Korean,edmonton,AB,"13727 127St NW Edmonton, AB T6V 1A8 Canada",53.6004184,-113.5404203,AB
Swiss 2 Go,25,4.3,73,Sandwiches,edmonton,AB,"4306-118 Avenue Edmonton, AB T5W 1B2 Canada",53.5706674,-113.407994,AB
97 Hot Pot,25,4.2,65,Hot Pot,edmonton,AB,"10602 97 Street NW Edmonton, AB T5H 2L6 Canada",53.5503797,-113.489141,AB
All Happy Family Restaurant,25,3.4,109,Chinese,edmonton,AB,"10011 106 Avenue NW Edmonton, AB T5H 0N8 Canada",53.549722,-113.492411,AB
The Lingnan,25,3.8,125,Chinese,edmonton,AB,"10582 104 Street NW Edmonton, AB T5H 2W1 Canada",53.549507,-113.499488,AB
East75 Restaurant & Lounge,25,3.3,4,American (Traditional),edmonton,AB,"7230 Argyll Road Edmonton, AB T6C 4A6 Canada",53.50984,-113.4412297,AB
Coco Deep Fried Chicken,25,4.0,40,Chicken Shop,edmonton,AB,"12620E - 132 Avenue Edmonton, AB T5L 3P9 Canada",53.5922175,-113.5374592,AB
Little Bee BBQ HK Cafe,25,3.7,15,Hong Kong Style Cafe,edmonton,AB,"13823 127th Street NW Edmonton, AB T6V 1A8 Canada",53.6011408,-113.5399718,AB
Rebel Food & Drink,45,3.2,58,Wine Bars,edmonton,AB,"9112 142 Street NW Edmonton, AB T5R 0M7 Canada",53.5260523,-113.5660494,AB
Coliseum Pizza & Steak,25,3.8,77,Steakhouses,edmonton,AB,"8015 118 Avenue NW Edmonton, AB T5B 0R7 Canada",53.5702483,-113.4649581,AB
540 Kitchen & Bar,25,4.4,28,Gastropubs,fredericton,NB,"540 Queen St Fredericton, NB E3B 1B9 Canada",45.9615809,-66.6401594,NB
Snooty Fox,25,4.0,91,Canadian (New),fredericton,NB,"66 Regent Street Fredericton, NB E3B 3W4 Canada",45.9607871,-66.6388366,NB
The Palate,25,4.4,27,Canadian (New),fredericton,NB,"462 Queen Street Fredericton, NB E3B 1B6 Canada",45.9623621,-66.6419071,NB
Moco Downtown,45,4.2,18,Italian,fredericton,NB,"100 Regent Street Fredericton, NB E3B 1G1 Canada",45.9602278,-66.6392425,NB
11th Mile,25,5.0,7,Tapas/Small Plates,fredericton,NB,"79 York Street Fredericton, NB E3B 3N4 Canada",45.9626888,-66.6437676,NB
The Cabin Restaurant,25,4.3,23,Canadian (New),fredericton,NB,"723 Woodstock Road Fredericton, NB E3B 5N8 Canada",45.9639362,-66.6777925,NB
Diplomat Restaurant,25,2.8,44,Chinese,fredericton,NB,"253 Woodstock Road Fredericton, NB E3B 2H8 Canada",45.9641476,-66.6640774,NB
Brewbakers,45,3.8,26,Steakhouses,fredericton,NB,"546 King Street Fredericton, NB E3B 1E6 Canada",45.9604678,-66.6411141,NB
The Hilltop Maritime Tavern,25,3.2,19,Pubs,fredericton,NB,"1034 Prospect Street Fredericton, NB E3B 3C1 Canada",45.941158,-66.668737,NB
Number One Noodle,25,4.1,32,Vietnamese,fredericton,NB,"1012 Prospect Street Fredericton, NB E3B Canada",45.9416413,-66.6693417,NB
Lunar Rogue Pub,25,3.7,41,Whiskey Bars,fredericton,NB,"625 King St Fredericton, NB E3B 1E9 Canada",45.96002,-66.63882,NB
The Schnitzel Parlour,25,4.5,15,German,fredericton,NB,"304 Union Street Fredericton, NB E3A 3L9 Canada",45.9737612,-66.6416912,NB
Red Lantern Pub & Steak House,25,4.4,8,Pubs,fredericton,NB,"182 Main Street Fredericton, NB E3A 1C8 Canada",45.977085,-66.6526012,NB
777 Chinese Restaurant & Buffet,25,2.7,10,Chinese,fredericton,NB,"86-88 Main Street Fredericton, NB E3A 1C2 Canada",45.9802657,-66.6590094,NB
Naru Sushi,25,3.9,17,Japanese,fredericton,NB,"536 Queen Street Fredericton, NB E3B 1B9 Canada",45.9616019,-66.6402278,NB
MidSea Eatery,25,4.6,7,Middle Eastern,fredericton,NB,"99 Regent Street Fredericton, NB E3B 1G1 Canada",45.9603528,-66.6395933,NB
Oriental Pearl Restaurant,25,3.1,7,Chinese,fredericton,NB,"440 Kimble Drive Fredericton, NB E3B 0K5 Canada",45.930055,-66.629274,NB
The Dip Pool Bar & Grill,25,3.5,8,Wine Bars,fredericton,NB,"335 Woodstock Road Fredericton, NB E3B 2J2 Canada",45.963051,-66.667736,NB
Yassou Souvlaki & Donair,25,5.0,7,Greek,fredericton,NB,"1111 Regent Street Fredericton, NB E3B 3Z2 Canada",45.9408834,-66.6572637,NB
Koto,25,3.7,11,Japanese,fredericton,NB,"90 Main Street Fredericton, NB E3A 1C5 Canada",45.9801946,-66.6586072,NB
Thai Manao,25,3.1,17,Thai,fredericton,NB,"10 trinity drive Fredericton, NB E3C 0B8 Canada",45.9318552,-66.6630632,NB
Boston Pizza,25,3.3,10,Pizza,fredericton,NB,"1230 Prospect Street Fredericton, NB E3B 3C2 Canada",45.93809,-66.6599643,NB
Jonnie Java Roasters,10,4.9,10,Coffee & Tea,fredericton,NB,"95 York Street Fredericton, NB E3B 3N4 Canada",45.9623044,-66.6439769,NB
Luna Pizza,25,3.5,16,Pizza,fredericton,NB,"91 York Street Fredericton, NB E3B 3N4 Canada",45.9625122,-66.6440406,NB
Cinnamon Cafe,10,4.0,11,Coffee & Tea,fredericton,NB,"469 Rue King Street Fredericton, NB E3B 1E5 Canada",45.9616999,-66.6420951,NB
Unplugged,25,3.3,3,Cafes,fredericton,NB,"418 Queen Street Fredericton, NB E3B 1B6 Canada",45.9627952,-66.6428711,NB
Sweet Belgian Desire Cafe,50,4.7,15,Cafes,fredericton,NB,"23 Ashton Court Fredericton, NB E3C 0H8 Canada",45.9438678,-66.6958718,NB
Sunshine Diner,25,3.1,14,Breakfast & Brunch,fredericton,NB,"7 Brookmount Street Fredericton, NB E3B 2J4 Canada",45.9637405,-66.6624716,NB
The Coffee Mill,25,3.8,24,Breakfast & Brunch,fredericton,NB,"1187 Smythe Fredericton, NB E3B 3H4 Canada",45.9430778,-66.669696,NB
Hana Ethiopian Cafe & Take-Out,10,5.0,6,Ethiopian,fredericton,NB,"154 Main Street Fredericton, NB E3A 1C8 Canada",45.9782495,-66.6540335,NB
Bulgogi,25,2.8,6,Japanese,fredericton,NB,"459 King Street Fredericton, NB E3B 1E5 Canada",45.9616314,-66.6426017,NB
Greco Pizza,25,4.0,3,Pizza,fredericton,NB,"529 Dundonald Street Fredericton, NB E3B 1X5 Canada",45.9541746,-66.6474382,NB
Chess Piece Patisserie & Cafe,25,4.1,31,Desserts,fredericton,NB,"361 Queen st Fredericton, NB E3B 1B1 Canada",45.9635147,-66.6438663,NB
Zensation,10,5.0,4,Vegetarian,fredericton,NB,"Northside Market 311 Saint Marys Street Fredericton, NB E3A 2S4 Canada",45.9778898,-66.6355282,NB
Thai Spice,25,2.5,2,Thai,fredericton,NB,"277 Main Street Fredericton, NB E3A 1E1 Canada",45.9763201,-66.6472946,NB
Thai Express,10,4.5,8,Thai,fredericton,NB,"1381 Regent Street Fredericton, NB E3C 1A2 Canada",45.9343676,-66.6638761,NB
Rôtisserie St-Hubert,10,2.7,7,Chicken Shop,fredericton,NB,"22 Trinity Avenue Fredericton, NB E3C 0B8 Canada",45.9299566,-66.6646002,NB
New England Pizza,25,3.3,12,Pizza,fredericton,NB,"612 Union St Fredericton, NB E3A 3N2 Canada",45.9676799,-66.6298218,NB
Pizza Hut,25,4.0,4,Pizza,fredericton,NB,"230 Main Street Fredericton, NB E3A 1C9 Canada",45.9764603,-66.6502766,NB
Pizza Hut,25,4.0,4,Pizza,fredericton,NB,"1180 Smythe Street Fredericton, NB E3B 3H5 Canada",45.9429964,-66.6688273,NB
Subway,10,3.0,1,Sandwiches,fredericton,NB,"1055 Prospect Street Fredericton, NB E3B 3B9 Canada",45.9418221,-66.6665408,NB
Subway,10,3.0,1,Sandwiches,fredericton,NB,"349 King Street Fredericton, NB E3B 1E4 Canada",45.9629077,-66.6447819,NB
Subway,10,3.0,1,Sandwiches,fredericton,NB,"1111 Regent Street Unit 4 Fredericton, NB E3B 3Z2 Canada",45.9409085,-66.6575497,NB
Subway,10,3.0,1,Sandwiches,fredericton,NB,"245 Bishop Drive Fredericton, NB E3C 1B1 Canada",45.9463371,-66.6846901,NB
Pine Tree Pub,10,4.0,2,Breakfast & Brunch,fredericton,NB,"185 Gabriel Drive Fredericton, NB E3A 5R8 Canada",45.9862163,-66.6214084,NB
A&W,25,2.5,6,Fast Food,fredericton,NB,"235 Main Street Main Street Plaza Fredericton, NB E3A 1E1 Canada",45.9765813,-66.648805,NB
A&W,25,2.5,6,Fast Food,fredericton,NB,"1018 Prospect Street Prospect Plaza Fredericton, NB E3B 3C1 Canada",45.9415149,-66.6689384,NB
A&W,25,2.5,6,Fast Food,fredericton,NB,"1381 Regent Street Regent Mall (Food Court) Fredericton, NB E3C 1A2 Canada",45.935194,-66.6647802,NB
Tim Hortons,10,2.0,7,Coffee & Tea,fredericton,NB,"1189 Prospect St Fredericton, NB E3B 3B9 Canada",45.9395792,-66.6609772,NB
KFC,25,1.0,3,Chicken Wings,fredericton,NB,"1165 Prospect Street Fredericton, NB E3B 3B9 Canada",45.9399527,-66.6618602,NB
KFC,25,1.0,3,Chicken Wings,fredericton,NB,"283 Main Street Fredericton, NB E3A 1E3 Canada",45.9759018,-66.6468804,NB
KFC,25,1.0,3,Chicken Wings,fredericton,NB,"154-1381 Regent Street Fredericton, NB E3C 1A2 Canada",45.9356657,-66.6654214,NB
Pizza Delight,25,2.4,8,Pizza,fredericton,NB,"243 St Mary's Street Fredericton, NB E3A 2S5 Canada",45.9720485,-66.6309804,NB
Pizza Delight,25,2.4,8,Pizza,fredericton,NB,"989 Prospect Street Fredericton, NB E3B 2T7 Canada",45.9431043,-66.6700326,NB
Greco Pizza,25,1.0,2,Pizza,fredericton,NB,"102 Main Street Fredericton, NB E3A 9N6 Canada",45.9784419,-66.6580199,NB
Tim Hortons,10,3.0,2,Coffee & Tea,fredericton,NB,"1713 Woodstock Rd Fredericton, NB E3C 1L4 Canada",45.9672197,-66.7155024,NB
The Bicycle Thief,45,4.4,695,Italian,halifax,NS,"1475 Lower Water Street Halifax, NS B3J 3Z2 Canada",44.6431546,-63.5689192,NS
Mic Mac Bar & Grill,25,4.4,92,Bars,halifax,NS,"217 Waverly Road Dartmouth, NS B2X 2C3 Canada",44.6943699,-63.5475765,NS
EDNA Restaurant,25,4.5,139,Canadian (New),halifax,NS,"2053 Gottingen Street Halifax, NS B3K 3B3 Canada",44.6514645,-63.5823011,NS
The Canteen,25,4.4,62,Sandwiches,halifax,NS,"22 Portland Street Dartmouth, NS B2Y 1G9 Canada",44.6646068,-63.5675286,NS
2 Doors Down,25,4.2,316,Canadian (New),halifax,NS,"1533 Barrington Street Halifax, NS B3J 1Z4 Canada",44.6449225,-63.5725814,NS
2 Doors Down,25,4.2,316,Canadian (New),halifax,NS,"149 Hector Gate Dartmouth, NS B3B 0E5 Canada",44.7052262,-63.5626061,NS
Modern Orchid,25,3.8,55,Asian Fusion,halifax,NS,"171 Hector Gate Dartmouth, NS B3B 0E5 Canada",44.7057297,-63.5622905,NS
Battery Park Beer Bar & Eatery,25,4.3,53,Gastropubs,halifax,NS,"62 Ochterloney Street Dartmouth, NS B2Y 1C2 Canada",44.6668743,-63.5678519,NS
The Wooden Monkey,25,3.9,278,Bars,halifax,NS,"1707 Grafton Street Halifax, NS B3J 2C6 Canada",44.6470352,-63.575259,NS
The Wooden Monkey,25,3.9,278,Bars,halifax,NS,"40 Alderney Drive Alderney Landing Dartmouth, NS B2Y 4W1 Canada",44.6650787,-63.5698954,NS
The Five Fishermen Restaurant,45,3.8,237,Seafood,halifax,NS,"1740 Argyle Street Halifax, NS B3J 2B6 Canada",44.6477635,-63.5753053,NS
The Foggy Goggle,25,4.0,216,Pubs,halifax,NS,"2057 Gottingen Halifax, NS B3K 3B2 Canada",44.6515478,-63.5823164,NS
The Dill Pickle,10,4.4,16,Soup,halifax,NS,"250 Baker Drive Dartmouth, NS B2W 6L4 Canada",44.6574399,-63.530846,NS
Vines Pasta Grill,25,3.8,63,Italian,halifax,NS,"4 Panavista Drive Dartmouth, NS B2W 3M8 Canada",44.6945862,-63.4963124,NS
The Wooden Monkey,25,3.7,49,Gluten-Free,halifax,NS,"1707 Grafton Street Halifax, NS B3J 2C6 Canada",44.6470352,-63.575259,NS
The Wooden Monkey,25,3.7,49,Gluten-Free,halifax,NS,"40 Alderney Drive Alderney Landing Dartmouth, NS B2Y 4W1 Canada",44.6650787,-63.5698954,NS
True North Diner,25,3.8,48,American (Traditional),halifax,NS,"Bedford Place Mall 1658 Bedford Hwy Bedford, NS B4A 2X9 Canada",44.7354407,-63.6569181,NS
Lot Six,45,4.2,101,Cocktail Bars,halifax,NS,"1685 Argyle Street Halifax, NS B3J Canada",44.6468944,-63.5745363,NS
Edible Matters,25,4.1,77,Cafes,halifax,NS,"1345 Hammonds Plains Road Hammonds Plains, NS B4B 1P6 Canada",44.7273099,-63.7444529,NS
Brooklyn Warehouse,25,4.0,116,Canadian (New),halifax,NS,"2795 Windsor Street Halifax, NS B3K Canada",44.6543981,-63.602259,NS
Ela! Greek Taverna,25,4.0,50,Mediterranean,halifax,NS,"150 Hector Gate Dartmouth, NS B3B 0E6 Canada",44.7048688,-63.5614803,NS
Cha Baa Thai,25,4.7,71,Thai,halifax,NS,"100 Ilsley Avenue Dartmouth, NS B3B 1L3 Canada",44.6995214,-63.5871876,NS
Cha Baa Thai,25,4.7,71,Thai,halifax,NS,"1546 Queen St Halifax, NS B3J 2H8 Canada",44.6440209,-63.577071,NS
The Turtleback Tap & Grill,25,4.3,26,American (Traditional),halifax,NS,"3187 Highway 2 Halifax, NS B2T 1J5 Canada",44.8135707,-63.6099968,NS
Pleasant St Diner,25,4.5,37,American (Traditional),halifax,NS,"205 Pleasant Street Unit 101 Dartmouth, NS B2Y 3RS Canada",44.6608884,-63.5514945,NS
Il Mercato,45,4.4,59,Italian,halifax,NS,"1595 Bedford Highway Halifax, NS B4A 1E8 Canada",44.7327089,-63.6548486,NS
Usta Turkish & Mediterranean Restaurant,25,4.5,13,Mediterranean,halifax,NS,"635 Portland Hills Drive Dartmouth, NS B2W 0J7 Canada",44.6692834,-63.5072594,NS
Ristorante a Mano,25,4.1,179,Italian,halifax,NS,"1477 Lower Water Street Halifax, NS B3J 3Z4 Canada",44.6443371,-63.5685523,NS
Gio Restaurant,45,4.4,67,Canadian (New),halifax,NS,"1725 Market St Halifax, NS B3J 3N9 Canada",44.6473304,-63.5761087,NS
Buta Ramen,25,4.5,69,Ramen,halifax,NS,"5190 Morris St Halifax, NS B3J 1B3 Canada",44.6417609,-63.5709603,NS
Palladium Family Restaurant,25,3.9,48,Greek,halifax,NS,"942 Cole Harbour Road Dartmouth, NS B2V 1E6 Canada",44.6709796,-63.4963541,NS
Byblos Lebanese Cuisine,25,4.5,15,Lebanese,halifax,NS,"644 Portland Street Dartmouth, NS B2W 6C4 Canada",44.6707786,-63.5261709,NS
Wasabi Asian Cuisine,25,4.1,52,Japanese,halifax,NS,"556 Sackville Drive Lower Sackville, NS B4C 2S2 Canada",44.7670571,-63.6844875,NS
Studio East Food+Drink,25,4.4,66,Gastropubs,halifax,NS,"6021 Cunard Street Halifax, NS B3K 1E5 Canada",44.6508145,-63.5931283,NS
Shuck Seafood and Raw Bar,25,3.9,78,Seafood,halifax,NS,"5120 Salter Street Halifax, NS B3J 0A1 Canada",44.645094,-63.5708364,NS
The Millstone Public House,25,3.5,35,American (Traditional),halifax,NS,"250 Baker Drive Dartmouth, NS B2W 6L4 Canada",44.6574399,-63.530846,NS
The Millstone Public House,25,3.5,35,American (Traditional),halifax,NS,"67 King’s Wharf Place Suite 102 Dartmouth, NS B2Y 0C6 Canada",44.6633969,-63.5640524,NS
The Millstone Public House,25,3.5,35,American (Traditional),halifax,NS,"50 Gary Martin Drive Bedford, NS B4B 1H3 Canada",44.7253286,-63.7028186,NS
Brass Rail Restaurant,25,4.1,20,Seafood,halifax,NS,"978 Cole Harbour Road Dartmouth, NS B2V 1E7 Canada",44.6711725,-63.4932132,NS
New Wing Wah,25,4.0,16,Chinese,halifax,NS,"347 Herring Cove Road Halifax, NS B3R 1V5 Canada",44.6140831,-63.6167783,NS
The Old Triangle Irish Alehouse,25,3.9,171,Pubs,halifax,NS,"5136 Prince Street Halifax, NS B3J 1L4 Canada",44.6474885,-63.5724053,NS
Busan Korean BBQ,25,4.2,52,Korean,halifax,NS,"6311 Quinpool Road Halifax, NS B3L 1A4 Canada",44.6451534,-63.599015,NS
Harbour City Bar & Grill,45,3.8,32,Bars,halifax,NS,"1990 Barrington Street Halifax, NS B3J 1P2 Canada",44.6507037,-63.5778172,NS
Moxies,25,3.3,63,Canadian (New),halifax,NS,"9 Countryview Dr Dartmouth, NS B3B 0G4 Canada",44.7008476,-63.5656071,NS
