Restaurant Name,Rating,Review
The Mash - Kensington,5,"The best Pizza in Kensington, really nice private outdoor seating aswell. Can't go wrong with any of the choices on their menu but the dill pickle and 4 cheese pizza were my tables favorites, will be going back!!"
Pho HouZ Vietnamese Kitchen,5,"As a Vietnamese, this restaurant did a great job serving the traditional Bun Bo Hue. My friend ordered Pho Sate and she enjoyed it.
The price could be a bit high for students, but considering the location and service, it's worth it. Overall, it's a pleasant experience."
Pho HouZ Vietnamese Kitchen,5,"As a vegan I love this place, and I love that there is more than one vegan options. I’ve anyways received amazing service.

Also very clean and the bathrooms too."
Pho HouZ Vietnamese Kitchen,4,Went in there for a bowl of soup ended up coming out with a ton of appetizers and they were all just delicious really enjoyed the wings a lot and next time I go there I'll probably just stick to the salt and pepper wings myself thanks myself. I had a Vietnamese beef stew soup and it was just delicious the meat was very ample no complaints there and the broth was quite tasty.  I didn't see much on the saute side of things but I will try it again will definitely be back
Pho HouZ Vietnamese Kitchen,3,"It’s alright, pretty much as advertised. Staff are helpful, friendly and attentive. Very clean and spacious with good seating. Menu has your classics and some unique options. Food was so so and nothing to blow your mind about. Definitely a good lunch spot as it’s central and easy to get to. Overall, standard spot with usually high prices."
Pho HouZ Vietnamese Kitchen,5,Some of the best Pho in town! The peanut sate soup is amazing and flavourful and has richness - the noodles are the best I’ve had and the meat is perfect. We also got the coconut peanut curry soup and it was beyond delicious. Portions are large as well we both couldn’t finish it all
Gong Cha (Lincoln Park),5,"An amazing Bubble Tea spot! The baristas are all super nice, specifically Malia. She is always very kind and attentive and makes the drinks very quickly with much skill. 11/10 customer service!!"
Gong Cha (Lincoln Park),3,"It's pretty typical bubble tea, nothing special but everything I have tried has been good quality. Although this is the 21st century Gong Cha seems unable to offer no-sugar sweeteners which is disappointing for people watching their calories."
Gong Cha (Lincoln Park),5,"I'm correcting my review.. I tried bubble tea & smoothie in most of well known places of Calgary but the taste, quality, friendly customer service, modification in drink which I'm getting here that never got anywhere else. Particularly this location is awesome, clean, and yes you'll find parking easily. Don't forget to try brown sugar pearl milk tea & mango smoothi.. Love this place..❤️"
Gong Cha (Lincoln Park),5,"Excellent quality drinks! They only opened recently so their menu is limited compared to the one in downtown but there are still great choices to choose from. My personal favorite drink available at this location is the dirty brown sugar latte. And the staff are super friendly and knowledgeable as well, they'll even give recommendations for sugar levels."
Gong Cha (Lincoln Park),5,"Kumquat lemon drink was awesome. Very cool and refreshing on a hot summer day!
The staff was super helpful and accommodating. Loved the vibe ✨️ great find!!!!"
Tim Hortons (117 1323 Centre Street North),3,"Limited donut selection vs other locations.  Service was unfriendly, didn’t feel comfortable staying to eat-in vibes of rushed and not welcoming to customers."
Tim Hortons (117 1323 Centre Street North),1,"Presentation use to mean something...

This Tim Hortons location is disgusting. Everything needs a thorough cleaning from windows to the washrooms.
It seems the new generation of employees in the service industry have little to no respect for their guests. If they did, this place and businesses like it would be clean and comfortable.

The industry from Tim Hortons to McDonald's has gone to the dogs.

Clean your stores and cafe shops!

Thank you

Sincerely,

Your loyal clientele"
Tim Hortons (117 1323 Centre Street North),5,"Everytime I have done my Mazda service's car, I stop in Tim Horton center Street. I love Tim Horton foods and beverage. Caffee is always fresh and good flavor. The Farmer's Wrap is fantastic for breakfast. The place need some atmosphere refresh but, it is a good place to spend time. The service People are kind and fast."
Tim Hortons (117 1323 Centre Street North),4,"Value for the money place. You cannot expect 5 start treatment. However, they are doing their best.
Food varieties are good. Everyone has something....
Good place. Will return back."
Tim Hortons (117 1323 Centre Street North),5,They’re short on staff and they do a amazing job getting food out on time and done properly
Fusion Sushi 17,4,"We got the all you can eat option and it was ok. The price is higher than the food quality as the sushi was mostly ok. The fried rice was my favorite dish, no complaints there. I'm giving it +1 star as the service was really good and I really enjoy getting sushi from a happy robot."
Fusion Sushi 17,4,"A lot of vegetarian sushi options! But... they're all pretty simple. You're not going to find super cool dynamite roll type combinations. They did have mango avocado, spicy avocado, and dried tofu avocado rolls. They were  pretty tasty and had a good filling-rice ratio.
Oh my goodness the seaweed salad! I have never seen a serving so huge! Usually it's just a side but one could have a whole meal of this (I don't know why one would but :p) I would probably not order that alone again, it felt like a waste. I would order smaller portions if available!
Service was good and sweet~"
Fusion Sushi 17,5,"If you want a robot kitty to deliver your food, this is the place. Nice lighting, Fair pricing for all you can eat. Floor in the entry could use some attention, very uneven so tread easily. Really good quality sushi and fast service. Servers are so friendly and helpful."
Fusion Sushi 17,3,It was good.  Beef with enoki mushroom was the only disappointment as the beef was very dry.  They also forgot our pad Thai. Otherwise Sushi rolls and sashimi was good.  Kitchen items were not bad as well.
Fusion Sushi 17,5,"All you can eat sushi. Super fun ordering through the tablet and watching the robot waitress. Great food, highly recommend it!"
Masala Bhavan Indian Restaurant,4,"We ordered Mysore Masala Dosa and Idli Vada Combo. Excellent food quality - fresh, nice spice level, soft idlis, hot crispy vadas. Sambar quantity is however much less than you’d want with these dishes and apparently (unlike most South Indian restaurants I’ve been to) there’s an extra charge if you ask for more. Very prompt and warm service by Jordan - being the only server at the restaurant, he was managing more than 7 tables at one time. Great job 👏"
Masala Bhavan Indian Restaurant,5,"I absolutely loveeee the food here, the best garlic naan I’ve had in my life. The curries were all super rich and fresh definitely a 10/10 Indian food experience. Also a veryyyy hood chicken 65. The service was a tad slow but that’s b/c it was so busy so try to eat there when it’s a little slower if possible."
Masala Bhavan Indian Restaurant,5,LOVE IT!!! Highly recommend if you are in Calgary. Food was exceptionally good. The dosas were crispy and perfectly cooked. Aloo masala was also good (but towards the blander side). The coconut and tomato chutney were delicious! I highly recommend the Mysore masala dosa. Server had good knowledge of the restaurant menu and was helpful. Service was also fairly quick.
Masala Bhavan Indian Restaurant,4,"Initially we were in the area coming to try another restaurant however the restaurant we wanted to try was full, luckily we were able to get a table here and I gotta say we weren’t disappointed. The food was really good,  my partner and I ordered various dishes,  the chicken was incredibly tender, the Tikka chicken appetizer was really nice,  the warm spices are a perfect combination for a cold night,  the chicken  vepuduu roast was incredibly tender, the menu did state the dish to be spicy, however I found it to be on the mild side. As for our main course we both ordered the butter chicken, with an order of Naan bread, that being said if you’re here with a group of four definitely get a triple order of Naan as the portions for Naan are a bit smaller,  nonetheless still tasty. I would say this is a definite contender for a top slot for southern Indian food in the city, well worth checking out"
Masala Bhavan Indian Restaurant,1,"Extremely poor food service.The South Indian non vegetarian food was very worse in taste or no taste at all.The goat cury portion was too less and the curry itself looked not tasty at all. Only one server was present, so it was a very slow service.On top of that, the burning sensation of my eyes from the kitchen smoke .May be I am too sensitive but atmosphere was not so friendly. In my view, there is no customer service at all.Simply waste your money and time.Even though I have not finished my ordered food due to taste and left from the restaurant."
Pacific Poke (Calgary),5,"Tried “The Cali” for my first time here today (I ordered pick-up on the website)
It was delicious. Good amount of protein and toppings. I was happy with the value and freshness of the meal.
Only part was I asked for cutlery and got chopsticks in my bag. I managed.
Highly recommend"
Pacific Poke (Calgary),5,Best spot with poke in Calgary. It’s just amazing and delicious. Staff you r doing a good job. Always friendly and helpful. Just in love with this place.
Pacific Poke (Calgary),5,Went here for the first time today.  The guy serving was really friendly.  He even offered the option to mix rices.  I had the main poke bowl. Very filling and lots of flavors. I'll be back!
Pacific Poke (Calgary),5,"The veggie bowl was yummy, obviously wish there was more tofu but overall super enjoyable and would definitely come back! The crunchy toppings were so good as well, they were probably my favourite part."
Pacific Poke (Calgary),5,"Great spot with a clean and bright atmosphere and friendly staff. I ordered a regular-sized custom poke bowl that comes with two proteins. It was very generously sized - I could barely finish it! If you want the bowl with cauliflower rice, be aware that it costs extra because I didn’t see that on the website. Only issue I had was they happened to be out of the spirulina dessert I wanted to try, but overall, this is a great place and I hope to return soon."
Chatime (Marda Loop),5,"Quick service, great options, and easy to get to location! Friendly staff!

The pearls were the right amount of QQ and the sugar level I selected was just right!
Would return!"
Chatime (Marda Loop),5,"Sooooo good. The passion fruit green tea actually tastes like passion fruit juice and it is so refreshing. Also the hazelnut chocolate is just perfect. I find other places’ tapioca tastier but theirs is not bad. However, the drinks are amazing. 🙌🏻✨"
Chatime (Marda Loop),4,"These owners are truly dedicated to their craft. They were open Christmas Eve right until 10pm and even open on Christmas Day!

Their Mango Slush with mango fruit pieces inside is excellent. Even at half sugar it is plenty sweet enough.

Their Buffalo chicken wings are pretty good as well as their Yam Fries 🍟 too.

Pro Tip - Make sure to grab a bunch of napkins as your fingers will get quite sticky.

It would be better if they had photos or video for their menu. It can be a little daunting to order there on your first time.

A great local business in Marda Loop."
Chatime (Marda Loop),5,Friendly staff and delicious drinks made fresh.
Chatime (Marda Loop),2,"I come often as I live in the area, but have noticed some things go downhill as of late. When I was in last, I witnessed an employee stick her finger in the blender and lick it to try it I guess and then proceed to pour the beverage in a cup. Not sure if she made it for herself. I certainly hope she didn’t serve it to a customer.

I also really dislike how hot the tapioca pearls are when they are served. I ordered an iced drink for a reason and when hot pearls are placed in the cup my whole drink gets heated up. There are better bubble tea options."
Pathway Burgers & Momos,4,"The food here is just exactly what i was looking for. I have tried chilli potato, Veg chowmein & veg momos. All three tasted the best so far. Huge space for parking, Airry atmosphere. Cost for 2 is also decent"
Pathway Burgers & Momos,5,"We ordered momos and noodles for takeout and we were not disappointed at all. The prices are reasonable and the food was too good. Specifically, the steamed momos were just amazing. The yellow salsa was also very good. Recommend this place and will return here."
Pathway Burgers & Momos,5,"If you are a momo lover, this restaurant is the perfect choice for you. Best momos in Calgary.  We ordered tandoori chicken momo & steamed chicken momo. Both dishes are delicious and authentic. Prices are very reasonable too. Plenty parkings are available. Definitely go back again."
Pathway Burgers & Momos,5,"Hidden gem! Not only are the staff super friendly and attentive, the food is exceptional!

We tried the chow mein, chilli chicken and mixed momos to start, they were all soo good we decided to save some for later and order the cheeseburger too! All of the dishes were delicious!

If you don’t live near by, this place is 100% worth a detour to come visit."
Pathway Burgers & Momos,5,Great service. We ordered the Nepali Noodle soup - slightly tangy but yummy. Our favourite was the chicken wings 10/10!
Menchie's (Northland Plaza),1,"Really bad experience.

the staff isnt welcoming or helpful. They are very rude . i waited at the counter till the 4 staff members sitting and having a discussion were done  discussing who would go to the counter to take the order and laughing.

even the quantity of cheese is less compared to other pizza shops.

Not coming to this branch again."
Menchie's (Northland Plaza),1,"I was with my son and I was in the wheelchair staff didn’t help with the door. Bought 4 bottles of pop cashier charged  regular even though it is a promo tried to rip me off $1.50 and when I asked him about it, he said oh I didn’t see that refunded me and didn’t want to apologize I asked if I could wait inside. He said he’s busy with customers coming in and out, I am a customer to. I just bought 4 bottles of pop and while waiting inside only two people came inside he wasn’t very busy. I don’t recommend it at all."
Menchie's (Northland Plaza),1,The worst pizza place in Calgary . I have gone here a few times . After the last time I will not return . There was a child she looked under 10 sitting in the back . She had her boots off and sitting at this little table close to where food is prepared . Very unprofessional and very unsanitary . The times I have gone in the man that brings the pizza and you pay for it I'm not sure if he is the manager he has never been nice the times I have gone in . The first time I went in and he was rude I just thought maybe he was having a bad day . No he is just a rude man . Then seeing the little girl in the back the health board should really go there .  Go to a better pizza place don't eat here
Menchie's (Northland Plaza),5,This place has the best pizza ever even the crust is good. Dont sleep on these guys
Menchie's (Northland Plaza),4,"Not sure why there are so many negative reviews, we have visited this place couple of times to get pizza and it has been a good day experience so far. The staff is very friendly, place is neat and clean. They are quick with service also. Pizza has tasted well all 3 times."
Om Cuisine of India,5,"Beautiful Restaurant in the Southwest Calgary area.
Taste of each of the dishes I tried was super awesome (I tried quite a lot🫣)
The food presentation was excellent.
The ambience and atmosphere was wonderful and peaceful.
The staff were constantly taking care of all the guests and keeping us busy and happy at the same time with their food.
It's a must recommendation from my side if you are in the town and looking for an authentic Indian cuisine and a lovely experience."
Om Cuisine of India,5,"Amazingggg Food!!
We ordered the paneer tikka and soya tikka and both the dishes were delicious and quality of the food is great, really fresh! The butter Naan bread is perfect!
A must visit as the food and service both are perfect!"
Om Cuisine of India,5,I ordered Lamb with Kadhai Sauce and chicken with Korma sauce with garlic bread. Everything tastes amazing and we loved it
Om Cuisine of India,5,"The food we ordered was papdi chaat, chicken biryani and ras malai. The food quality taste wise was great, excellent, and delicious.  We were checked regularly, and our feedback back was acknowledged.  The ambiance is very inviting .
We were highly impressed with how authentic the dishes served tasted 😋 and we highly recommend this place if one is looking for great food and service"
Om Cuisine of India,3,"Ordered food from Uber.
Paid extra 30 cents for each container.

Chilly paneer was kind of sweet which I don't prefer. Small paneer pieces were coated with thick layer of maybe cornflour which made them look really big but not worth the money charged.

Vegetable fried rice could have been good but they forgot to add the salt😢

The rating I am giving here is because the naan were good and also because of the hand written note, that was sweet. Thanks!"
Flavours Restaurant (Flavours Cuisine & Catering),5,"Went in after reading the reviews and 4.5+ rating, and was equally a delightful experience. Really enjoyed the meal.

A group of 3, we went by their recommendations as it was our first time with Nigerian cuisine. Their meat puff/pastry is too good. The goat meat was a killer too.

The staff is really warm.

Just a small suggestion, maybe could work on the lighting of restaurant."
Flavours Restaurant (Flavours Cuisine & Catering),5,"We thoroughly enjoyed our meal here. Since it was our first time here, they took the time to walk through the menu with us and recommend things for us to try. We liked every dish and the experience was fantastic. They even brought out water dishes and soap for us to clean our hands as we ate with our hands. Great food, great experience, great service. Highly recommended!! We ordered a meat pie, puff puffs, suya, jollof rice with plantains and the African signature dish with goat."
Flavours Restaurant (Flavours Cuisine & Catering),5,"We had a great experience having lunch here. The staff was so friendly and helpful, and they were so welcoming of our toddler. It's always great when you feel welcome in a restaurant as a whole family. Food was delicious and the staff went above and beyond to make sure we were enjoying the meal. Definitely would recommend this place to a friend and will be back to try more dishes!"
Flavours Restaurant (Flavours Cuisine & Catering),4,"My wife and I wanted to try something different, and she saw them at the women's show, so we decided to give it a try.  Food was full of African/ Nigerian flavours and nice and hot ( temperature ) it was also spicy, but you can request how spicy you wanted it, and we ordered medium.  Since it was our first time one the owners suggested a few items we should try, and we did. We started off with a couple of meat pie and the puff puff, the meat pie crust was amazing and the puff put kinda reminder me of an east Indian called Pholourie but a bit sweeter. Then we also ordered Jollof rice and Suya.  Loved the Jollof rice, but the Suya was a bit dry for me and wished it was cooked to order as it was most likely made earlier in the day.  We also ordered Rice / beans with chicken for takeout so our son can also enjoy it as well.  We will definitely come back ....."
Flavours Restaurant (Flavours Cuisine & Catering),4,The food is great - definitely worth checking out if you like Nigerian food. I tried their fried rice which was rather mild on the heat scale. The staff were very friendly. Our friend who is not very familiar with Nigerian food ordered some goat (despite seeing the 'pepper' signs beside the dish name on the menu) and a sweet lady intervened to bring the heat down a bit! The jollof rice was also nice. I definitely ordered a portion of the amazing plantain fries! The only downside to the place was the price and the portions. I felt that the price was on the higher end (I am not sure if there are specific ingredients shipped in directly from Nigeria) and the portion could definitely be bigger to be filling for an adult.
Don't Yell At Me (Crowfoot),3,"First time ordering from this restaurant through SkipTheDishes.

The steak sandwich was alright, I didn’t like it much. Meat was chewy and came in big chunks, I think they should have been more shredded so you can eat it smoothly, so I unfortunately couldn’t finish the sandwich.

Chicken and fries were tasty. I loved the presentation and packaging, you can tell they care about satisfaction."
Don't Yell At Me (Crowfoot),5,"0.30 Wing nights are Tuesday’s . The wings here are awesome 😍. Veggie platter is also super awesome, not just your typical carrots and celery.  There are generally two waitresses , pick sam. She’s the one that smiles constantly and is the warmest sweetest waitress I’ve ever had the pleasure of being served by.  The other one ... let’s just say maybe hates her job? and takes that terrible attitude towards the patrons? We had the second waitress once and was so turned off that we didn’t go for months afterwards...  went back recently and Sam was so so so delightful.  Try to sit on far end of the restaurant by the walls and not windows. I think that’s usually her section. 😁

Wings are super juicy and meaty, veggies are always fresh and crispy . Service is fast and food comes out quick . Much better than brewsters in crowfoot( which also has a Tuesday night wing special )"
Don't Yell At Me (Crowfoot),5,"We've never been dissapointed when ordering from here for delivery! The pizzas we ordered never stood a chance!
Both Samoan and Pep were delicious."
Don't Yell At Me (Crowfoot),2,"(Horrible after repeat visits, keep reading) Great food, warm atmosphere, reasonable prices and the food is great. Did I say the food was good? Probably the best pub in the immediate area. Lots of games including pinball machines. The fish and chips special is to die for and their house burger is one of the best Ive had from a pub.

This was a 5 star review (as read above)until the bartender. I go to the Red Rock 1-3 times a week and today was the first time dealing with the bartender(shaved head, middle aged guy). Ive never had a bartender ignore me and then respond with a scowl and a nod. If you don’t want to work in the public then don’t.  Sad way to end my experience there.

This was a 4 star review(as read above). They charge $14 for a double caesar. Every time I’ve been  before the servers bring out a tray with ketchup salt pepper and vinegar, the server for tonight brought out only ketchup and when I asked about the tray she informed me thats not how she does it. The bathroom was filthy and dripping wet like a cave with a paper towel roll  beside the sink, gross. This is the last time I come back."
Don't Yell At Me (Crowfoot),1,"The rich, business owners, or regulars who spend $ there are definitely taken care of more than others. It seems some people base your looks on how you're served or acknowledged. Other than that, good people/customers do go there. I hope it gets better. Will not be going back."
Dedicate Healthy Kitchen,5,I'm so happy we came across Dedicate in Mardaloop. We had take out and the food was delicious. It's fresh and healthy and we highly recommend. Thanks for the amazing meal!
Dedicate Healthy Kitchen,5,"We walked in and were greeted with a big smile and friendly ""Hello! How are you guys today?""

The ladies there are very friendly and the food was perfect for our lifestyle choices!

They gave us great recommendations based on what we said we can/can't eat and it was cooked to perfection. The chicken wasn't dry at all and the flavors were very good despite not using all the sugars and usual things restaurants put in their sauces to make them flavourful.

We definitely recommend this joint! Great esthetic, tastes healthy food and friendly staff!"
Dedicate Healthy Kitchen,5,"Love this place! The food is delicious, fresh,  and healthy. You can definitely tell high quality ingredients are used. Everything I’ve ordered has been amazing. Highly recommend!"
Dedicate Healthy Kitchen,5,I get all my meal prep done by Dedicate and have for the last several months now.  I am in the best shape of my life and i attribute a lot of it to always having high quality food in my fridge that only requires a microwave.   The fact i don't waste money on food i throw out anymore is also a big deal for me.  These guys are awesome !
Dedicate Healthy Kitchen,4,"Good meal prep. I use weekly.

Super glitchy website though - can be frustrating when ordering. Took me 4 times and 30 minutes because the website would just glitch then I had to keep starting from the beginning. Then, when I tried to submit my order, it took 6 tries before it worked (usually takes 3–4 times before it will go through). Super annoying - they should look into improving the website and app."
Indian Accent - Kitchen and Bar,5,"First time in this Restaurant.
Sunday brunch was fun, they have Chana batura, different types of paranthas.
We all ordered Chana Baruta’s. They asked how spicy 🌶️ we want ?
Salted lassi had mint in it, was yummy 🤤
The quantity was so much I had to get it packed.
Chana bautras comes with pickles and onion and salad
The staff kept coming and asking how does everything taste. That was nice."
Indian Accent - Kitchen and Bar,5,"If you like Indian Food then this is for sure a place to go. The ambience is spectacular and the service is no doubt the best. We celebrated friends birthday today and had a really great time enjoying delicious dinner with friends and family. I highly recommend this place for food lovers.

Must Visit"
Indian Accent - Kitchen and Bar,2,"If you are looking for authentic Indian food, I can assure you this is not the right place. I think this place is really overrated & overpriced. We were a big group  & we ordered fish pakora, vegetable pakora, crispy chilli cauliflower & chaat papri as Appetizer.
Fish pakora, vegetable pakora& crispy chilli cauliflower were good but papri chaat was bit dry.
In the main course we ordered goat biriyani, shahi paneer, butter chicken, shahi patiala chichen, malai kofta, goat roganjosh & garlic naan. All the curries were tasteless specially malai kofta. Only naan was good.
Their staffs were very polite & their service was excellent though.
Plenty parkings are available.
Definitely not going back."
Indian Accent - Kitchen and Bar,3,"Went to dine in with couple is friends to this recommended restaurant. Food is ok. Masala chai lacked flavour. Was pleasantly surprised that the Saag actually is Saag and not Spinach (which many restaurants list as saag on their menu). We also had veg platter for the appetizers but forgot to take the picture. They definitely need to work on the quantity of that platter. Very small pieces of food for 18$ platter and the chutney provided for each bare minimum. Very disappointing. RasMalia was still frozen from the middle and the faluda was filled with noodles only. Other than not, not much to boost about. Normal neighborhood indian Restaurant."
Indian Accent - Kitchen and Bar,3,"I ordered off Uber eats and the butter chicken and garlic naan was very tasty - did wish there was more chicken especially because the butter chicken is almost $20 but still delicious. The only thing I had a problem with was the saffron rice. First off it doesn’t even smell like saffron and it doesn’t even taste like it either. Actually it was quite plain, not even salted almost. Was very disappointed with this as i was expecting saffron rice but instead felt like I received basic white rice that was food coloured with yellow dye…"
Cal City Pizza,5,"Last night, we had friends who were visiting us from BC. They wanted to try Vegetarian pizzas in Calgary and I had no clue where to order Good pizza. we were in Redstone and I googled and went to Cal City Pizza seeing their good reviews. I ordered Tandoori Pizza and Shahi Paneer Pizza. I was so relieved that I ordered from Cal City as friends from surrey had tasted so many great pizzas in surrey  But they were not disappointed as both the pizzas were Delcious and fresh. Must recommended pizza place if you like indian style pizzas."
Cal City Pizza,5,"To my mind, Cal City Pizza is the best pizza place in Calgary and there is not even a close second.
The first time I had pizza here, all I could think was how could it be so good. I went back 3 more time trying different pizzas hoping to find a bad one.
I had friends over and order 4 different ones to share the experience.
It is flavourful, not greasy, great size and competitive price. I feel like they made pizza healthy, if that is possible.
As long as I am in the city, they have a customer in me."
Cal City Pizza,5,"The customer service here is excellent but most importantly, the pizza is the best. We get the capicola pizza a couple times a month. Their curly fries and Thai wings are also delicious. If you’re in the area I recommend this as the go to pizza place."
Cal City Pizza,5,"I tried cal city pizza first time last week. It’s a must try pizza , what an amazing taste. I tried Tandoori Paneer n Cheesy cheese pizza, both were delicious and I would definitely go back to buy again. Perfect blend of spices 👍🏻"
Cal City Pizza,5,"Very impressed with their food quality. They take pride in their preparation and it’s totally worth every penny. Their pizzas are outstanding with less grease, fabulous flavours and great portion sizes. One of the best pizza places in town so far IMO. Love the fact that the my ask for their clients preference every time rather than dumping cilantro and ginger on every pizza. The two negative points (which is not their fault) is they don’t offer delivery and it’s a mission to find parking in this plaza."
Adobo Experience,3,"The staff are very helpful and welcoming, we had a fun time. They have a Karaoke stage.
Good for the group!
Food is a bit cold and dry because they prep for us before we came. so I’d like to try different foods next time!"
Adobo Experience,1,"We have a really bad experience ordering take out in adobo experience since me and my husband always order take out food and this time we order and takes more than 1hour to wait for our order and when it arrives it is really disappointed that our order was not complete only the rice and the cornsilog arrive but the seafood  platter dont arrive, When we call them they simply tell us to cancell our order for 1hour waiting and my kids was hungry  so instead of cancelling the order we decided to pick up the order by ourselves 😡The purpise we order for delivery is for our convience but the give us a hard time plus our gasoline the time and work and my kids that was hungry already the complementary drinks she gives is not worth it😡 The food was already cold when we pick up"
Adobo Experience,1,"The staff that serves us is not very polite and welcoming, they gave us attitude when we ask questions. The food is very expensive and they also make you pay for dining service which is so unreasonable because it’s a restaurant and the restaurant is responsible for paying the staff, the only thing we should pay for is the food and it is up to us to pay a little more for their great service but they make us pay for a dining service. Experience is horrible and expensive for basic service."
Adobo Experience,2,"It is true, if a place is empty go somewhere else. Was not the best experience but not the worst (close third). Portions are small with very little flavour. Feels like they are struggling to keep doors open and the presentation show they should just give up :("
Adobo Experience,2,"We enjoyed the food here especially the dinakdakan. So I decided to buy a take out for my family, but when we opened it at home the taste was different, it was bland, not spicy at all, cut was different, it even had a bone!!! and they use yellow onion instead of the red one like we had at the restaurant. Very different from what we ordered at the restaurant, my family was disappointed. It feels like it was rushed to prepare it👎👎👎"
Chopstix Filipino Restaurant - Macleod SW,3,"Ordered their fresh lumpia. The lumpias were delicious and they are generous for the serving (3 lumpia for $12). Came during the dinner time, and place was super busy. Definitely think they need more staff especially the waiter/server. My food took 45 mins to be done and another 45 mins to have my food packed and pay the bill. I had hoped my lumpia’s were a bit warmer than what I had received especially for waiting that long. I had no problem waiting and being patient, however felt terrible for the server running everywhere.

Lost a star due to the rude comments by the owner on these reviews. Learn how to take the criticism and how to reply professionally especially when working at the business industry that thrives on customer service."
Chopstix Filipino Restaurant - Macleod SW,1,"A Disappointing Experience!!!

My recent visit here left much to be desired. The restaurant's lack of hygiene and poor service were major letdowns. To make matters worse, they served us a rice bowl with a hair on it.
This lack of attention to detail and food hygiene was unacceptable. Overall, I strongly advise against dining at as there are better options available that prioritize cleanliness, service, and food safety."
Chopstix Filipino Restaurant - Macleod SW,5,"Brought my parents to this place to try them out. They have a great menu with lots to choose from. We had goto, lomi, fresh lumpia and tocilog. It was good. The puto taste good as well as they use real rice instead of flour. Very friendly staff as well and very accommodating! I highly recommend."
Chopstix Filipino Restaurant - Macleod SW,3,"Visiting our friends from Edmonton and this was the closest Filipino resto to their place. We ordered an hour ahead and our food was ready when I got there. For the amount of food we ordered, I would say the value was worth it. You get the Filipino food staples like lumpia, bistek, kawali, and sisig. The lechon kawali we noticed they probably used peanut oil to fry it as it gave a distinct nutty taste to the fried pork. The usual taste for the kawali is basically that bacon-esque salty taste. With the nutty after taste surely gave it an edge. I'm not sure if this was intentional but I liked it. For sure this caters to the Filipinos who grew up with the food and the flavours. Not so sure if a person outside that culture would want to try it but I definitely recommend this place. The only downside was the fresh lumpia. There are so many versions on how this fresh lumpia is done and this was not the flavour we were looking for. Fresh lumpia is almost always difficult to catch that main taste. It is even challenging for me to exactly explain the taste in writing. I would shy away from ordering that.
I will have to update my review as soon as we can have the chance to dine in."
Chopstix Filipino Restaurant - Macleod SW,2,"I called at 11:07 am and arrived at 11:20. I received my order at 11:47. I called earlier but in total it took 47 minutes for one fried dish to be made. I’ve ordered so many times before but this time when they made me wait, the lady server didn’t even bother say anything when she handed the bag. They just did not care. Not a “thank you” or “sorry” for me giving them business. I hope the service improves."
Win Fortune,1,Not going to lie worst orange chicken iv ever had in my life and me and my boyfriend got food poisioning from it. also it tasted like nothing and it was like eating a sponge.
Win Fortune,2,"$54 for this,, 2 orders of chicken balls, (hard crust soggy inside), and 1 beef fried rice, 1 chicken fried rice (2/3 the size they use to be). Not sure what happened to the sauce but it's terrible,,, not even the same color."
Win Fortune,1,"I’m not want to complain very often, but I need to give a negative review because this Hass to be the worst tasting Chinese food I’ve ever tasted in my life and I love Chinese cuisine"
Win Fortune,1,"Wish I could give zero stars. Ribs were tough, chicken wings tasted like they were rotten, egg rolls were flavourless and the cherry sauce seemed to be watered down. Would not order from here again and I would never recommend."
Win Fortune,1,The pork here gave me and my girlfriend awful food poisoning. Will never be coming back.
Burger King #3579 (660 Notre Dame Avenue),1,"Are there no standards anymore!!??  This location is horribly run down, out dated, staff are not friendly or courteous.  It's tragic and appalling.  I actually love burger King, but clearly no one cares about standards anymore.  Even my whopper was a huge disappointment as you will see in the picture.  Barely had toppings and were not even the correct toppings.  It looked like they took whatever scraps were laying around and put it on my burger 😩 I actually thought they were closed because there were no lights at the drive through menus infact there were multiple pieces of the signs missing! It looked abandoned and vandalized!  This is atrocious....please please do something about this!! 😞"
Burger King #3579 (660 Notre Dame Avenue),1,"If i could give less than 1 star I would. Waited in drive through for over 40 minutes. That is ridiculous. When asked, the girl at the window said""we have a lot of skip orders so it will take some time"" what is that about? I was physically there waiting for over 40 minutes. No apologies nothing. Just ignored us until the food was ready."
Burger King #3579 (660 Notre Dame Avenue),2,"Mmmh, aerosol-y.

... In case it's not clear, buddy is spray-painting mere feet from the food prep area.

Obviously poor judgement on the employee's part, but ultimately, realistically, the fault of management at this location who are too cheap to schedule off-hours maintenance, or temporary close for daytime work.

Also note the kitchen staff using *paper towel* as a makeshift mask, ostensibly because management is too cheap to provide PPE."
Burger King #3579 (660 Notre Dame Avenue),1,"Sooo

Food is good.

Coffee is cold, they literally put it in the microwave to heat it up.

Very slow workers. They walk around doing nothing but talk to eachother.

Literally if you come at 1030am you should expect to be served a hot coffee."
Burger King #3579 (660 Notre Dame Avenue),5,I like the service given by the girl around 12pm. She was very polite and was handling the delivery orders as well as front together. She had a big smile on her face. I see her almost every time i go there. I even told her that you should buy the franchise 😅😅
Pizza Pizza (52 Elm St),5,"Great Food, Though named pizza they even have sandwiches,  chicken wings and a wide range of other food items. The food quantity is great and so are the prices affordable for such great quality. Friendly and cheerful staff. Garlic fingers are a must try. Should definitely try if you  are just passing by and want something to eat."
Pizza Pizza (52 Elm St),5,Wonderful experience with new staff and management. It is a pleasure to use their food services . my experience has been made better from what it used to be many years ago. Kudos to new management for their efforts and hard work !! Must try everyone and support them! You won’t be disappointed:)
