"id","restaurant_name","rating","category","address","latitude","longitude","province"
1243,"Food Basics (325 Thorold Rd)","4.5","Everyday Essentials","325 Thorold Rd W, Welland, ON L3C 3W4","43.0028947","-79.2724232","ON"
1244,"A&W (806 Niagara St)","4.3","Fast food","806 Niagara St, Welland, ON L3C 1M3","43.0158167","-79.2493642","ON"
1245,"Starbucks (Welland)","4.7","Coffee & tea","897 Niagara Street, Welland, ON L3C","43.0201424","-79.2500819","ON"
1246,"McDonald's (Welland-Niagara)","4.5","Burgers","631 Niagara St N, Welland, ON L3C 1L9","43.0087667","-79.250949","ON"
1247,"Burger King (724 Niagara Street)","4.5","American","724 Niagara Street, Welland, ON L3C","43.0134343","-79.2491016","ON"
1248,"Hasty Market (554 Niagara St.)","New","Snacks","554 Niagara St, Welland, ON L3C 1L8","43.0059553","-79.2521157","ON"
1249,"Tim Hortons (2 Tremont Dr)","4.5","Bakery","2 Tremont Dr, St Catharines, ON L2T 3B2","43.1319969","-79.2232907","ON"
1250,"Subway (13210 Lundy's Lane)","4.5","American","13210 Lundy'S Lane, Niagara Falls, ON L2E","43.0805618","-79.1985405","ON"
1251,"On the Run 42396 | 681 South Pelham Rd","New","Everyday Essentials","681 South Pelham Rd., WELLAND, ON L3C 3C9","43.0079761","-79.2858762","ON"
1252,"Sunset Grill (130 Highway 20 E)","5","Breakfast and brunch","130 Highway 20 East, Fonthill, ON L0S","43.04926","-79.2764382","ON"
1253,"Stacked Pancake & Breakfast House (Welland)","4.7","Breakfast and brunch","844 Niagara Street, Unit F , Welland, ON L3C","43.0181471","-79.2487271","ON"
1254,"Bubble T & Dessert","3.9","Bubble tea","122 St Paul St E, St Catharines, ON L2R 3M2","43.1571753","-79.2449549","ON"
1255,"IHOP (7514 Lundy'S Lane)","4.1","American","7514 Lundy'S Lane, Niagara Falls, ON L2H 1G8","43.0881914","-79.1218651","ON"
1256,"Pür & Simple (St. Catharines)","4.5","Breakfast and brunch","290 Glendale Ave, Unit #4, St. Catharines, ON L2T 2L3","43.1347553","-79.2194463","ON"
1257,"Domenic's On 20","4.5","Comfort food","219 Highway 20, Fonthill, ON L0S 1E6","43.0519085","-79.2692812","ON"
1258,"Williams Fresh Cafe (Dorchester)","4.6","Sandwich","4025 Dorchester Rd #245, Niagara Falls, ON L2E","43.114634","-79.112425","ON"
1259,"Big bee convenience and food mart","3.7","Canadian","66 Geneva St, St Catharines, ON L2R 4M7","43.1634063","-79.239775","ON"
1260,"Cinnabon (Vansickle)","New","Bakery","420 Vansickle Rd, St. Catharines, ON L2S 0C7","43.1527277","-79.2671484","ON"
1261,"Monster Cupcakes (Vansickle)","New","Desserts","420 Vansickle Rd, St. Catharines, ON L2S 0C7","43.1527277","-79.2671484","ON"
1262,"Amaya Indian Street Food (Vansickle)","New","Indian","420 Vansickle Rd, St. Catharines, ON L2S 0C7","43.1527277","-79.2671484","ON"
1263,"Cora Déjeuners et Diners  (St. Catharines)","4.3","Breakfast and brunch","210 Glendale Avenue B3, Saint Catharine'S, ON L2T 3Y6","43.1321155","-79.2257301","ON"
1264,"Petro-Canada (7950 McLeod Road)","New","Everyday Essentials","7950 Mcleod Road, Niagara Falls, ON L2E","43.0695285","-79.1293193","ON"
1265,"Ghost Kitchen Brands (Vansickle)","New","Desserts","420 Vansickle Rd, St. Catharines, ON L2S 0C7","43.1527277","-79.2671484","ON"
1266,"Crepe Delicious (Vansickle)","New","Desserts","420 Vansickle Road, St. Catharines, ON L2S 0C7","43.1527277","-79.2671484","ON"
1267,"Quiznos (Vansickle)","New","Sandwiches","420 Vansickle Rd, St Catharines, ON L2S 0C7","43.1527277","-79.2671484","ON"
1268,"CoCo Fresh Tea & Juice (St. Catharines)","4.9","Bubble tea","B7-344 Glendale Avenue, St. Catharines, ON L2T 4E3","43.1356206","-79.2137858","ON"
1269,"WIND Japanese and Thai (King St.)","4.8","Sushi","131 King Street, St. Catharines, ON L2R","43.1599496","-79.2450489","ON"
1270,"Rollzup ice cream","4.8","Ice Cream & Frozen Yogurt","7572 Lundy'S Ln, Niagara Falls, ON L2H","43.0887232","-79.1229674","ON"
1271,"Pho Ngon","4.7","Vietnamese","55 Saint Paul Street West, Saint Catharine'S, ON L2S 2C4","43.1487833","-79.2500186","ON"
1272,"Pizza Pizza (Lake St. and Nihan Dr.)","4.7","Pizza","367 Lake St, 2, St. Catharines, ON L2N","43.1845377","-79.2523832","ON"
1273,"MA Chinese Cuisine","4.5","Asian","123 Geneva Street, St. Catharines, ON L2R 4N3","43.1670633","-79.2408485","ON"
1274,"Passage to India Restaurant","4.4","Indian","5546 Robinson St, Niagara Falls, ON L2G","43.08646","-79.08492","ON"
1275,"Three Uncles Korean Chicken (Glenridge)","4.4","Korean","198 Glenridge Avenue, Saint Catharines, ON L2T","43.1427273","-79.2402006","ON"
1276,"BIG TUNA ASIAN CUISINE","4.5","Asian Fusion","350 Ontario St, 101, St. Catharines, ON L2R","43.1716211","-79.2645206","ON"
1277,"KF Tea (Welland)","4.8","Asian","30 Rice Road #Unit 9, Welland, ON L3C 5Y6","43.0046718","-79.2693168","ON"
1278,"KFC (295 4th ave West)","4.7","American","295 4th Ave West, St. Catharines, ON L2R 6P9","43.1557259","-79.2729957","ON"
1279,"Wings Block","4.5","Wings","515 King St, Welland, ON L3B 3K4","42.9800936","-79.2514276","ON"
1280,"The Fry","4.8","Korean","6530 Lundy'S Lane, Niagara Falls, ON L2G 1T6","43.0892012","-79.1036471","ON"
1281,"Landmark Cinemas (St. Catharines)","4.2","American","221 Glendale Ave, St. Catharines, ON L2T 2K9","43.1347102","-79.2227865","ON"
1282,"Church's Texas Chicken (5846 Drummond Road)","4.4","Comfort food","5846 Drummond Road, Niagara Falls, ON L2G 4L5","43.0899377","-79.0973956","ON"
1283,"Swiss Chalet (Geneva St)","4.5","Burgers","285 Geneva St, St. Catharines, ON L2N","43.1787641","-79.2433877","ON"
1284,"Lee's home taste Braised  Chicken（老李黄焖鸡）","4.5","Chinese","100 Fourth Ave #7, St. Catharines, ON L2S 3Z5","43.1551108","-79.2642475","ON"
1285,"Little Caesars (Lincoln Street)","4.6","Pizza","300 Lincoln Street, Unit 12, Welland, ON L3B","42.9851894","-79.2400929","ON"
1286,"City South Pizza (Niagara)","4.2","Pizza","7939 Lundy'S Lane, Niagara Falls, ON L2H 1H3","43.0893028","-79.1303338","ON"
1287,"Jack Astor's (400 Ontario St.)","4.3","Burgers","400 Ontario St., St. Catharines, ON L2R","43.1755535","-79.2657763","ON"
1288,"Gino's Pizza (Glenridge Ave)","4.6","Pizza","224 Glenridge Ave, St Catharines, ON L2T 3J8","43.1417631","-79.2402166","ON"
1289,"Culinary Dropout Fonthill","4.6","American","200 Highway 20 East  #6, Pelham, ON L0S","43.0507784","-79.2698782","ON"
1290,"Bamboo Restaurant","4.3","chinese","641 King St, Welland, ON L3B 3L5","42.9761441","-79.251227","ON"
1291,"Magnolia Chinese Cuisine","4.3","Chinese","7666 Lundy'S Lane, Niagara Falls, ON L2H 1H1","43.0885786","-79.1247322","ON"
1292,"Asia Fusion","4.3","Asian fusion","248 Wellington Street, Welland, ON L3B 1B5","42.9843105","-79.2256802","ON"
1293,"Rangla Punjab Indian Restaurant","3.9","Indian","5550 Ferry St, Niagara Falls, ON L2G 1S4","43.0894021","-79.0862842","ON"
1294,"Pete's Pizza","4.4","Pizza","4914 Victoria Ave, Niagara Falls, ON L2E 4C6","43.1030117","-79.0729081","ON"
1295,"Green Island Chinese Resturant and Bar","4.4","Chinese","8278 Regional Rd 57, Niagara Falls, ON L2H","43.1139952","-79.1378638","ON"
1296,"Hot Kitchen","4.3","Indian","491 Merritt St, St Catharines, ON L2P","43.1457884","-79.2147582","ON"
1297,"Firehouse Subs (Niagara Falls)","4.7","Sandwich","6758 Lundy'S Ln, Unit 6, Niagara Falls, ON L2G","43.0888352","-79.1074844","ON"
1298,"Fresh Burrito (5932 Victoria Ave)","4.4","Mexican","5932 Victoria Avenue, Unit 6, Niagara Falls, ON L2G","43.0902694","-79.0788327","ON"
1299,"Smoke's Poutinerie (St Paul & James)","4.6","Fast food","10 Summer St, St. Catharine'S, ON L2R","43.157658","-79.245159","ON"
1300,"Volcanos Pizzeria (Fonthill)","New","Pizza","1409 Pelham St, ON L0S","43.0435247","-79.2851278","ON"
1301,"Subito Sandwich","4.8","Sandwich","389 Gladstone Ave, Ottawa, ON K2P 0Y9","45.4120837","-75.6943799","ON"
1302,"Burger King #12882 (199 Montreal Road)","4.6","American","199 Montreal Road, Vanier, ON K1L","45.4354183","-75.6638945","ON"
1303,"Pizza Pizza (673 West Somerset Street)","4.7","Chicken Strips","673 West Somerset Street, Ottawa, ON K1R","45.4115249","-75.7059682","ON"
1304,"McDonald's (Elgin St)","4.5","Fast food","252 Elgin St, Ottawa, ON K2P","45.4182682","-75.6909452","ON"
1305,"SAFI FINE FOODS INC","4.9","Halal","296 Somerset Street East, Ottawa, ON K1N 6W1","45.423701","-75.6757519","ON"
1306,"Starbucks (Kent & Albert)","4.9","Bakery","340 Albert Street, Ottawa, ON K1R 7Y6","45.4186014","-75.7024866","ON"
1307,"A&W (155 Queen Street)","4.4","Fast food","155 Queen Street, Ottawa, ON K1P","45.421509","-75.699282","ON"
1308,"Harvey's (Bronson & Arlington)","4.7","Burgers","564 Bronson Ave, Ottawa, ON K1R 6K3","45.4056943","-75.702964","ON"
1309,"Aladdin Bakery (St Laurent & Donald)","4.9","Bakery","1020 St Laurent Blvd, Unit 7, Ottawa, ON K1K 4S2","45.4277581","-75.6398999","ON"
1310,"New King Shawarma Plus","4.8","Middle Eastern","205 Bank St, Ottawa, ON K2P","45.4175265","-75.6980477","ON"
1311,"Zesty Market (280 Elgin St)","4.5","Convenience","280 Elgin St, Ottawa, ON K2P 1M2","45.4174483","-75.6902436","ON"
1312,"Breakfast by Gabriel's","4.6","Pizza","100 Metcalfe Street, Ottawa, ON K1P","45.4207709","-75.6958446","ON"
1313,"Pho Bo Ga King (Somerset)","4.5","Thai","778 Somerset St W, Ottawa, ON K1R","45.4097989","-75.7096329","ON"
1314,"Prince Ali Bakery","4.9","Middle Eastern","1600 Walkley Rd, Ottawa, ON k1v6p5","45.376862","-75.6460035","ON"
1315,"Thai Express (50 Rideau Street, Unit FC006)","4.7","Thai","50 Rideau Street , Unit FC006, Ottawa, ON K1N","45.4247361","-75.6896687","ON"
1316,"GoForSushi","4.6","Japanese: Sushi","344 Slater St, Ottawa, ON K1R","45.417765","-75.7026452","ON"
1317,"Sherwood Market & Deli","4.9","Sandwiches","111 Sherwood Drive, Ottawa, ON K1Y","45.3962064","-75.7133288","ON"
1318,"Lollo Salads","4.9","Salads","60 George St, Ottawa, ON K1N","45.4267745","-75.6922664","ON"
1319,"Tealive","4.7","Bubble tea","675 Somerset St W, Ottawa, ON K1R 6P3","45.4114658","-75.7060566","ON"
1320,"Some Coffee & Some Tea","4.7","American","300 Laurier Avenue West, Ottawa, ON K1A 1J2","45.4187521","-75.6981715","ON"
1321,"Cora Breakfast and Lunch  (179 Rideau Street)","4.5","Breakfast and brunch","179 Rideau Street, Ottawa, ON K1N","45.427471","-75.689371","ON"
1322,"Oat Couture Oatmeal Cafe","4.8","Healthy","750 Gladstone Avenue, Ottawa, ON K1R 6X5","45.4069674","-75.7053232","ON"
1323,"MEDITERRANEAN BAKERY AND PIZZA","4.5","American","2698 Alta Vista Drive, Ottawa, ON K1V","45.3734448","-75.6641114","ON"
1324,"Sunset Grill (100 Marche Way)","4.4","Breakfast and brunch","100 Marche Way, Ottawa, ON K1S 5J3","45.3995803","-75.6853908","ON"
1325,"Subway (Montreal Rd)","4.7","Sandwich","161 Montreal Rd, Ottawa, ON K1L 6E4","45.4349684","-75.6648816","ON"
1326,"Farhat’s Bakery","4.7","Desserts","1119 Meadowlands Dr E, Ottawa, ON K2E 6J5","45.3629695","-75.7121259","ON"
1327,"Reynolds Restaurant","4.8","Deli","874 Clyde Ave, Ottawa, ON K1Z","45.3766027","-75.7489771","ON"
1328,"John Juan Burrito","4.7","Mexican","1091 St Laurent Blvd, 2, Ottawa, ON K1K 3B1","45.4263489","-75.6380468","ON"
1329,"Geenie Bakery","4.8","Halal","209 Glen Park Dr, Ottawa, ON K1B 5B8","45.4309348","-75.5646051","ON"
1330,"Cadmans Montreal Bagels ((Mtl rd & Vanier Pkwy)","4.7","Canadian","150 Montreal Road, Vanier, ON K1L 8H2","45.4343364","-75.6646177","ON"
1331,"Bridgehead Coffee (224 Dalhousie St)","4.8","Coffee & tea","224 Dalhousie Street, Ottawa, ON K1N 5H7","45.4313771","-75.6934221","ON"
1332,"Little Caesars (355 Montreal Rd.)","4.3","Pizza","355 Montreal Road, Vanier, ON K1L","45.4387925","-75.6550897","ON"
1333,"Juice Dudez","4.7","Juice & Smoothies","A-91 Richmond Rd, Ottawa, ON K1Z","45.3967463","-75.7435943","ON"
1334,"Roberto's Corner","4.9","Italian","1034 Pleasant Park Rd, Ottawa, ON K1G 2A1","45.3953221","-75.6216341","ON"
1335,"Wellington Diner","4.7","Burgers","1385 Wellington St W, Ottawa, ON K1Y 2X1","45.3982524","-75.7398686","ON"
1336,"Edo Japan -  College Square","4.7","Asian","1379 Woodroffe Ave, Nepean, ON K2G","45.3504295","-75.7617704","ON"
1337,"Cinnaholic (Ottawa)","4.7","Desserts","900 Exhibition Way, 102, Ottawa, ON K1S","45.399383","-75.684093","ON"
1338,"Sweet Castle","4.4","Desserts","2446 Bank St, Ottawa, ON K1T","45.3524877","-75.6454879","ON"
1339,"Drip House","4.5","Breakfast and brunch","340 Parkdale Ave B, Ottawa, ON K1Y","45.4023111","-75.7305749","ON"
1340,"Punjabi Canteen","4.5","Indian","1234 Merivale Rd, Ottawa, ON K2C 4C3","45.3705577","-75.7332868","ON"
1341,"E. T. Cafe","4.9","Breakfast and brunch","1355 Bank St, Ottawa, ON K1H","45.3879828","-75.6750515","ON"
1342,"Figaro Coffee House","4.9","Breakfast and brunch","650 Industrial Ave, Ottawa, ON K1G 5A5","45.4103882","-75.6403398","ON"
1343,"Barburrito (Hunt Club)","4.5","Mexican","280 W Hunt Club Rd, Ottawa, ON K2E 1A5","45.3395414","-75.7119144","ON"
1344,"Mr. Puffs (Lansdowne)","4.6","Pastry","200 Marché Way, 109, Ottawa, ON K1S 5J3","45.39981","-75.684795","ON"
1345,"Club House - Ottawa","4.6","Sandwich","874 Clyde Avenue North, Ottawa, ON K2A","45.3765924","-75.7489745","ON"
1346,"Walmart (2277 Riverside Dr.)","New","Grocery","2277 Riverside Dr, Ottawa, ON K1H 7X6","45.3853303","-75.6793085","ON"
1347,"Ottawa South Groceteria","4.6","Convenience","431 Sunnyside Avenue, Ottawa, ON K1S","45.3916808","-75.6898692","ON"
1348,"Cadmans Montreal Bagels","4.5","Canadian","2177 Carling Ave, Ottawa, ON K2A 3V6","45.3702508","-75.7710454","ON"
1349,"STACKED Smoked meat","4.6","Breakfast & Brunch","2679 Bank St, Gloucester, ON K1T","45.3528689","-75.6349746","ON"
1350,"Broadway Bar & Grill (Orleans)","4.6","Bar food","1615 Orleans Blvd, ON K1C 7E2","45.4604249","-75.5247209","ON"
1351,"Broadway Bar & Grill (Riverside South)","4.7","Burgers","665 Earl Armstrong Road, Gloucester, ON K1V","45.2699849","-75.6958059","ON"
1352,"Canadian Tire Gas+ (Heron/Bank)","4.6","Snacks","1176 Heron Rd., Ottawa, ON K1V 6B2","45.3777065","-75.6685725","ON"
1353,"Cinnabon St Laurent","4.5","Bakery","1200 St Laurent Blvd, Ottawa, ON K1K 3B8","45.4219466","-75.6387057","ON"
1354,"Sweetdaddy","4.6","Convenience","654 Montreal Road, Ottawa, ON K1K 0T3","45.4429189","-75.6403531","ON"
1355,"New York Fries (Billings Bridge Plaza)","4.5","American","2277 Riverside Drive , Unit 219, Ottawa, ON K1H","45.3855857","-75.6773342","ON"
1356,"Quelque Chose Macaron Boutique","4.6","Desserts","379 Richmond Road, Ottawa, ON K2A","45.3914251","-75.7557367","ON"
1357,"Second Cup (St Laurent Shopping Mall)","New","Bakery","1200 St. Laurent Blvd., K7, Ottawa, ON K1K 3B8","45.4219466","-75.6387057","ON"
1358,"The Baker","4.9","American","3570 Strandherd Dr, Nepean, 12, Ottawa, ON K2J 5L4","45.2751492","-75.7375557","ON"
1359,"Adonis (1055 St. Laurent Blvd)","4.2","Grocery","1055 Boulevard St Laurent, Ottawa, ON K1K 3B1","45.427054","-75.6383701","ON"
1360,"The Cupcake Lounge (Westboro)","4.9","Desserts","324 Richmond Rd, Ottawa, ON K1Z 6X6","45.3922162","-75.7531117","ON"
1361,"Maverick's Donut Company (Westboro)","New","American","307a Richmond Road, Ottawa, ON K1Z","45.3929365","-75.7524396","ON"
1362,"7-Eleven (710 W 6th Ave)","4.7","Bakery","710 W 6th Ave, Vancouver, BC V5Z","49.2657556","-123.1202361","BC"
1363,"Subway (Granville)","4.6","American","1255 Granville Street, Vancouver, BC V6B","49.2766947","-123.127207","BC"
1364,"Freshslice Pizza (6374 Fraser Street)","4.5","wings","6374 Fraser St, Vancouver, BC V5W 3A4","49.2266807","-123.0905333","BC"
1365,"One-Stop-Shop","4","Everyday essentials","780 Nelson Street, Vancouver, BC V6Z","49.2796796","-123.1240424","BC"
1366,"Davie Dosa Company","4.5","South Indian","1235 Davie St, Vancouver, BC V6E 1N4","49.282163","-123.133735","BC"
1367,"Blenz Coffee (700 Davie St)","3.7","Coffee & tea","700 Davie St, Vancouver, BC V6Z 1B6","49.2772134","-123.1265529","BC"
1368,"Starbucks (East 2nd & Quebec)","4.8","Bakery","1777 Quebec Street, Vancouver, BC V5T 0E7","49.2694806","-123.1029588","BC"
1369,"A&W (467 West Broadway)","4.7","Fast food","467 West Broadway, Vancouver, BC V5Y 1R4","49.2633754","-123.1144271","BC"
1370,"Body Energy Club (Coal Harbour)","4.7","Juice & Smoothies","1198 West Pender Street, Vancouver, BC V6E","49.2881957","-123.1232467","BC"
1371,"Breka Bakery & Café (Davie)","4.9","Desserts","855 Davie St, Vancouver, BC V6Z","49.2784333","-123.1278961","BC"
1372,"Dhaliwal Sweet & Restaurant","4.3","Indian","6555 Fraser St, Vancouver, BC V5X","49.224886","-123.091114","BC"
1373,"Tim Hortons (195 Terminal Avenue )","4.1","Bakery","195 Terminal Avenue, Vancouver, BC V6A 4C4","49.2731817","-123.1006055","BC"
1374,"Cineplex Cinemas - The Park Theatre","4.9","Fast food","3440 Cambie Street, Vancouver, BC V5Z 2W8","49.2544865","-123.1148694","BC"
1375,"True Confections (Denman & Haro)","4.8","Desserts","866 Denman St, Vancouver, BC V6G 2L8","49.2907314","-123.1361722","BC"
1376,"Booster Juice (Commercial Drive)","4.5","Juice & Smoothies","2430 Commercial Drive, Vancouver, BC V5N 4B9","49.2628705","-123.0695414","BC"
1377,"Pizzeria Farina","4.8","Pizza","915 Main St, Vancouver, BC V6A 2V8","49.2765894","-123.1001017","BC"
1378,"Winter Bear","4.7","Desserts","907 Denman Street, Vancouver, BC V6G 2L9","49.2904223","-123.1373073","BC"
1379,"JAPADOG (McArthur Glen Outlet Mall)","New","American","Mcarthur Glen Outlet Mall 7899 Templeton Station Road, 1201, Richmond, BC V7B","49.1973479","-123.1405334","BC"
1380,"Meet Fresh 鲜芋仙 (Robson St)","4.8","Desserts","1232 Robson St, Vancouver, BC V6E","49.2862455","-123.1278953","BC"
1381,"Sharetea (Kingsway)","4.8","Bubble tea","3619 Kingsway, Vancouver, BC V5R 5M1","49.2324576","-123.0255493","BC"
1382,"Hey! I am Yogost (W Boulevard)","4.8","Healthy","5631 West Boulevard, Vancouver, BC V6M 3W7","49.2351286","-123.1557726","BC"
1383,"Yum Sweet Shop","4.9","Bakery","4150 Main St, Vancouver, BC V5V 3P7","49.248141","-123.1007685","BC"
1384,"Zab Zaab Thai Cuisine","4.9","Thai","1211 Hamilton St, Vancouver, BC V6B 6K3","49.2748962","-123.1230954","BC"
1385,"Sun Bo Kong Vegetarian Restaurant 新宝光素食","4.6","Chinese","1363 Kingsway, Vancouver, BC V5V","49.250878","-123.0769121","BC"
1386,"The Bubble Tea Shop (Olympic Village)","4.7","Bubble tea","1764 Manitoba Street, Vancouver, BC V5Y","49.2696803","-123.1062644","BC"
1387,"Virtuous Pie (Main St)","4.8","Ice Cream & Frozen Yogurt","583 Main Street, Vancouver, BC V6A","49.279734","-123.0999724","BC"
1388,"Sunflower Bubble Tea","4.8","Asian","5125 Joyce St, Vancouver, BC V5R","49.2381036","-123.0324066","BC"
1389,"Simply sushi bar","4.8","Sushi","3309 West Broadway, 温哥华, BC V6R 2B1","49.2645071","-123.1783067","BC"
1390,"The First Dessert","4.5","Asian Fusion","5857 Victoria Dr, Vancouver, BC V5P","49.2310847","-123.0657996","BC"
1391,"GotLot Tea Metro","4.7","Desserts","5021 Kingsway, Burnaby, BC V5H 4A5","49.2264238","-122.9919384","BC"
1392,"Burrata Pizzeria","4.9","Pizza","2104 W 41st Ave, Vancouver, BC V6M","49.2344276","-123.1559344","BC"
1393,"Milk & Sugar Cafe","4.7","Asian","3365 Kingsway, Vancouver, BC V5R","49.2333138","-123.0338153","BC"
1394,"Sushi Bros","4.8","Sushi","380 Robson St, Vancouver, BC V6B","49.2791527","-123.1167327","BC"
1395,"Dolce Amore","4.9","Ice Cream & Frozen Yogurt","1588 Commercial Dr, Vancouver, BC V5L 3Y2","49.2706572","-123.0693078","BC"
1396,"Neptune Chinese Kitchen-Wesbrook","4.7","Chinese","3337 Shrum Lane, Vancouver, BC V6S","49.2541639","-123.2360922","BC"
1397,"Indian Delicacy","4.7","Indian","1130 W Pender St, 105, Vancouver, BC V6E","49.2874749","-123.1215914","BC"
1398,"The Juice Truck (Main St)","4.8","Juice & Smoothies","4236 Main St, Vancouver, BC V5V 2H1","49.2472075","-123.1009425","BC"
1399,"Damso (Denman)","4.8","Korean","867 Denman St, Vancouver, BC V6G 2L9","49.2906636","-123.1370287","BC"
1400,"Tom Sushi","4.9","Sushi","1175 Davie St, Vancouver, BC V6E","49.2816505","-123.1326617","BC"
1401,"Cupcakes at Metrotown","4.5","Desserts","4700 Kingsway , Unit # 1136A, Burnaby, BC V5H","49.2264155","-123.0005262","BC"
1402,"101 BOBA 50嵐 (Capstan Way)","4.9","Asian","8338 Capstan Way #1228, Richmond, BC V6X","49.1871609","-123.1313808","BC"
1403,"Dinesty Dumpling House (Burnaby)","4.7","Chinese","4501 Kingsway #104, Burnaby, BC V5H","49.2302826","-123.0039907","BC"
1404,"Tea Drop Cafe","New","Bubble tea","1020 Howe St, Vancouver, BC V6Z 1P5","49.2795835","-123.1240972","BC"
1405,"Harambe Restaurant","4.6","African","2149 Commercial Drive, Vancouver, BC V5N 4B3","49.2655668","-123.0699715","BC"
1406,"Hanlin Tea House 翰林茶棧","New","Chinese","8328 Capstan Way #1121, Richmond, BC V6X 4B6","49.187646","-123.130162","BC"
1407,"BT Cafe 大拇指餐廳","New","Chinese","920 Kingsway, Vancouver, BC V5V 3C4","49.2542794","-123.0851718","BC"
1408,"Sushi Ville","4.6","Japanese","2068 Commercial Drive, Vancouver, BC V5N 1L4","49.2663588","-123.0695003","BC"
1409,"Uma Sushi","4.9","Sushi","450 W 8th Ave, Vancouver, BC V5Y","49.2637907","-123.1137599","BC"
1410,"Castella Cheesecake","4.7","Desserts","1190 Robson St, Vancouver, BC V6E 1Y4","49.285769","-123.1268987","BC"
1411,"Ginger Sushi","4.7","Japanese","1437 Commercial Drive, Vancouver, BC V5L 3X8","49.2717096","-123.0697506","BC"
1412,"Tacofino Kitsilano","4.8","Mexican","1909 W 4th Ave, Vancouver, BC V6J 1M7","49.2682619","-123.1483231","BC"
1413,"ChongQing Restaurant (Commercial Dr)","4.6","Chinese","2808 Commercial Dr, Vancouver, BC V5N","49.2593044","-123.0695147","BC"
1414,"Delicious Pho (Robson)","4.7","Vietnamese","255 Robson St., Vancouver, BC V6B 0E7","49.2785938","-123.1152396","BC"
1415,"Truedan (Jenjudan) 珍煮丹 - Kingsway Burnaby","4.9","Desserts","4925 Kingsway, Burnaby, BC V5H 2E5","49.2266713","-122.9934833","BC"
1416,"Bubble World (Vancouver - Robson)","4.7","Asian","1325 Robson St, Vancouver, BC V6E","49.2874218","-123.1287978","BC"
1417,"COBS bread - Commercial Drive","4.7","PIzza","1748 Commercial Drive, , Vancouver, BC V5N 4A3","49.2688857","-123.0694716","BC"
1418,"Pizzeria Ludica Vancouver","4.5","Pizza","189 Keefer Place, Vancouver, BC V6B","49.2800443","-123.108618","BC"
1419,"Modern Handi Indian Cuisine","4.7","Indian","827 Denman St, Vancouver, BC V6G","49.2911315","-123.1363679","BC"
1420,"Beeryani Indian Bistro and Bar","4.7","Indian","1184 Denman St 202, Unit 202, Vancouver, BC V6G 2M9","49.2872256","-123.1411805","BC"
1421,"Trees Organic Coffee (Burrard)","4.6","Coffee & tea","930 Burrard St, Vancouver, BC V6Z 3G5","49.281779","-123.1245998","BC"
1422,"Shizenya Restaurant on Broadway","4.9","Japanese","1333 W Broadway, Vancouver, BC V6H","49.2638752","-123.134265","BC"
1423,"Baba Sweets & Restaurant - Burnaby","4.6","Indian","7561 6th St, Burnaby, BC V3N 3M4","49.2229897","-122.9330089","BC"
1424,"7-Eleven (813 Douglas St)","4.7","Wings","813 Douglas St, Victoria, BC V8W 2B9","48.4224277","-123.3655744","BC"
1425,"McDonald's (Victoria-H)","4.4","Burgers","102 1581 Hillside Avenue, VICTORIA, BC V8T 2C1","48.4441193","-123.3359363","BC"
1426,"On the Run 43050 | 704 Goldstream Ave","New","Everyday Essentials","704 Goldstream Avenue, Langford, BC V9B 2X3","48.4479159","-123.4959784","BC"
1427,"Capones Chicken","New","Healthy","749 View St, Victoria, BC V8W 1J9","48.4250202","-123.3631523","BC"
1428,"Petro-Canada (3951 Shelbourne Street)","New","Everyday Essentials","3951 Shelbourne Street, Victoria, BC V8N","48.4690401","-123.3323159","BC"
1429,"Starbucks (Fort & Foul Bay)","5","Bakery","1959 Fort Street, Victoria, BC V8R 1K4","48.431488","-123.3236993","BC"
1430,"Ohana Sushi","4.8","Japanese","513 Fisgard Street, Victoria, BC V8W 1R4","48.4292469","-123.3688949","BC"
1431,"SHAKE IT Bubble Tea & Fresh Juice","4.8","Asian","3500 Uptown Boulevard, 101, Victoria, BC V8Z 0B9","48.4543154","-123.3756574","BC"
1432,"Dairy Queen (2205 Sooke Road)","4.7","American","2205 Sooke Road, Victoria, BC V9B 1W8","48.4353496","-123.489053","BC"
1433,"Local Pizza - Victoria","5","Pizza","1644 Hillside Ave, Victoria, BC V8T 2C5","48.4473394","-123.3360044","BC"
1434,"Snowy Village Victoria","4.3","Desserts","4071 Shelbourne St #2a, Victoria, BC V8N 5Y1","48.4765217","-123.3324997","BC"
1495,"A&W (Dougall Ave)","4.5","Fast food","3090 Dougall Ave, Windsor, ON N9E","42.2719004","-83.0118406","ON"
1435,"Pho Tru (Blanshard St)","4.7","Vietnamese","1012 Blanshard St, Victoria, BC V8T 2M1","48.4238401","-123.3628441","BC"
1436,"Rise and Grind","4.8","Sandwich","1294 Broad St, Victoria, BC V8W","48.426279","-123.366511","BC"
1437,"The Poke Lounge","4.9","Japanese","866 Yates St, Victoria, BC V8W 1L8","48.4259447","-123.3596639","BC"
1438,"White Spot (Langford)","4.6","American","941 Langford Parkway, Victoria, BC V9B 0A5","48.4425477","-123.5121893","BC"
1439,"Ooh La La Cupcakes (1391A Hillside Ave)","4.8","Cupcakes","1391a Hillside Ave, Victoria, BC V8T 2B3","48.4408793","-123.344891","BC"
1440,"Freshii (1000 Douglas St)","4.7","Bowls","1000 Douglas St, Victoria, BC V8W 1C9","48.4240943","-123.3657372","BC"
